Abbreviation,Name,Reaction,GPR,Subsystem,Reversible,Lower bound,Upper bound,Objective
IOR2,indolepyruvate ferredoxin oxidoreductase (phenylpyvurate),coa[c] + (2) fdox[c] + phpyr[c] <==> co2[c] + (2) fdred[c] + h[c] + phaccoa[c],((MA2909 and MA2910 and MA2911) or ((MA1022 or MA1727) and MA1726) or MA1982 and (MA1023 or MA1726))),Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
IOR3,indolepyruvate ferredoxin oxidoreductase (hydroxyphenylpyvurate),34hpp[c] + coa[c] + (2) fdox[c] <==> co2[c] + (2) fdred[c] + h[c] + hphaccoa[c],(((MA1022 or MA1727 or MA1982) and (MA1023 or MA1726))),Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
PACCOAL,phenylacetate-CoA ligase,atp[c] + coa[c] + pac[c] <==> amp[c] + phaccoa[c] + ppi[c],(MA1725 or MA2244 or MA3853),Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
PACCOAL2,phenylacetate-CoA ligase (hydroxyphenylacetate),4hphac[c] + atp[c] + coa[c] <==> amp[c] + ppi[c] + hphaccoa[c],(MA1725 or MA2244 or MA3853),Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
PACCOAL3,phenylacetate-CoA ligase (indoleacetate),atp[c] + coa[c] + ind3ac[c] <==> amp[c] + indaccoa[c] + ppi[c],(MA1725 or MA2244 or MA3853),Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
PHETA1,phenylalanine transaminase,akg[c] + phe-L[c] <==> glu-L[c] + phpyr[c],(MA0636 or MA0925 or MA1385 or MA1712 or MA1819),Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
PHETRS,Phenylalanyl-tRNA synthetase,atp[c] + phe-L[c] + trnaphe[c] <==> amp[c] + ppi[c] + phetrna[c],((MA0171 and MA1956) or (MA0090 and MA1956)),Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
PPNDH,prephenate dehydratase,h[c] + pphn[c] <==> co2[c] + h2o[c] + phpyr[c],MA3150,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
PRAIi,phosphoribosylanthranilate isomerase (irreversible),pran[c] <==> 2cpr5p[c],MA2988,Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,pep[c] + skm5p[c] <==> 3psme[c] + pi[c],MA4544,Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
SHK3Dr,shikimate dehydrogenase,nadp[c] + skm[c] <==> 3dhsk[c] + h[c] + nadph[c],MA4594,Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
SHKK,shikimate kinase,atp[c] + skm[c] <==> adp[c] + h[c] + skm5p[c],(MA1378 or MA3237),Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
TRPS1,tryptophan synthase (indoleglycerol phosphate),3ig3p[c] + ser-L[c] <==> g3p[c] + h2o[c] + trp-L[c],(MA2990 and (MA2991 or MA3198)),Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
TRPS2,tryptophan synthase (indole),indole[c] + ser-L[c] <==> h2o[c] + trp-L[c],(MA2991 or MA3198),Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
TRPS3,tryptophan synthase (indoleglycerol phosphate),3ig3p[c] <==> g3p[c] + indole[c],MA2990,Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
TRPTA,tryptophan transaminase,akg[c] + trp-L[c] <==> glu-L[c] + indpyr[c],(MA0636 or MA0925 or MA1385 or MA1712 or MA1819),Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
TRPTRS,Tryptophanyl-tRNA synthetase,atp[c] + trp-L[c] + trnatrp[c] <==> amp[c] + ppi[c] + trptrna[c],MA0172,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
TYRTA,tyrosine transaminase,akg[c] + tyr-L[c] <==> 34hpp[c] + glu-L[c],(MA0636 or MA0925 or MA1385 or MA1712 or MA1819),Tyrosine Tryptophan and Phenylalanine Metabolism,1,-1000.0,1000,0
TYRTRS,tyrosyl-tRNA synthetase,atp[c] + tyr-L[c] + trnatyr[c] <==> amp[c] + ppi[c] + tyrtrna[c],MA0815,Tyrosine Tryptophan and Phenylalanine Metabolism,0,0.0,1000,0
2H3MOAOX,"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase",23dhmb[c] + nadp[c] <==> h[c] + nadph[c] + 2h3moa[c],MA3790,Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
2MOPRED,(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase,2mop[c] + h2o[c] + nad[c] <==> (2) h[c] + mmal[c] + nadh[c],MA2860,Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
2OBUTHE2THPPTRX,(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating),2obut[c] + he2thpp[c] <==> 2ahbut[c] + thmpp[c],(MA1354 and MA1958),Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
ACLS,acetolactate synthase,h[c] + (2) pyr[c] <==> alac-S[c] + co2[c],((MA3791 or MA3854) and ((MA1958 or MA3792) or (MA1354 or MA1958 or MA3792))),Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
DHAD1,"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",23dhmb[c] <==> 3mob[c] + h2o[c],(MA1802 or MA3373),Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",23dhmp[c] <==> 3mop[c] + h2o[c],(MA1802 or MA3373),Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
HIBD,3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase,3hmp[c] + nad[c] <==> 2mop[c] + h[c] + nadh[c],MA0614,Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
ILETA,isoleucine transaminase,akg[c] + ile-L[c] <==> 3mop[c] + glu-L[c],MA4349,Valine Leucine and Isoleucine Metabolism,1,-1000.0,1000,0
ILETRS,Isoleucyl-tRNA synthetase,atp[c] + ile-L[c] + trnaile[c] <==> amp[c] + ppi[c] + iletrna[c],((MA2431 or MA3052) or MA3621),Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
IPMD,3-isopropylmalate dehydrogenase,3c2hmp[c] + nad[c] <==> 3c4mop[c] + h[c] + nadh[c],(MA0201 or MA3748 or MA4265),Valine Leucine and Isoleucine Metabolism,1,-1000.0,1000,0
IPPMIa,3-isopropylmalate dehydratase,3c2hmp[c] <==> 2ippm[c] + h2o[c],(MA0202 or MA1223) and (MA1393 or MA0642 or MA4415),Valine Leucine and Isoleucine Metabolism,1,-1000.0,1000,0
IPPMIb,2-isopropylmalate hydratase,2ippm[c] + h2o[c] <==> 3c3hmp[c],((MA1393 or MA3085) and (MA0202 or MA1223 or MA3751)) or MA0642,Valine Leucine and Isoleucine Metabolism,1,-1000.0,1000,0
IPPS,2-isopropylmalate synthase,3mob[c] + accoa[c] + h2o[c] <==> 3c3hmp[c] + coa[c] + h[c],(MA4264 or MA4615),Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
KARA1,"ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",23dhmb[c] + nadp[c] <==> alac-S[c] + h[c] + nadph[c],MA3790,Valine Leucine and Isoleucine Metabolism,1,-1000.0,1000,0
KARA2,ketol-acid reductoisomerase (2-Acetolactate),2ahbut[c] + h[c] + nadph[c] <==> 23dhmp[c] + nadp[c],MA3790,Valine Leucine and Isoleucine Metabolism,1,-1000.0,1000,0
LEUTA,leucine transaminase,akg[c] + leu-L[c] <==> 4mop[c] + glu-L[c],MA4349,Valine Leucine and Isoleucine Metabolism,1,-1000.0,1000,0
LEUTRS,Leucyl-tRNA synthetase,atp[c] + leu-L[c] + trnaleu[c] <==> amp[c] + ppi[c] + leutrna[c],MA1611,Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,3c4mop[c] + h[c] <==> 4mop[c] + co2[c],Unassigned,Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
PYRTHMPPTRX,pyruvate:thiamin diphosphate acetaldehydetransferase,pyr[c] + thmpp[c] + h[c] <==> he2thpp[c] + co2[c],(MA1354 or MA1958 or MA3792) and MA3791,Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
R03896,(R)-2-Methylmalate hydro-lyase,r2mmal[c] <==> citrac[c] + h2o[c],(MA0202 or MA1223) and MA1393) or MA0642,Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
R2MMALSYN,(R)-citramalate synthase,accoa[c] + h2o[c] + pyr[c] <==> coa[c] + r2mmal[c] + h[c],MA3793,Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
VALTA,valine transaminase,akg[c] + val-L[c] <==> 3mob[c] + glu-L[c],MA4349,Valine Leucine and Isoleucine Metabolism,1,-1000.0,1000,0
VALTRS,Valyl-tRNA synthetase,atp[c] + val-L[c] + trnaval[c] <==> amp[c] + ppi[c] + valtrna[c],(MA2431 or MA3052),Valine Leucine and Isoleucine Metabolism,0,0.0,1000,0
2PLS,2-phospho-L-lactate synthase,gtp[c] + lac-L[c] <==> 2plac-L[c] + gdp[c] + h[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
5HBCOX,Spontaneous oxidation of 5hbc,(2) h[c] + (2) 5hbc_red[c] <==> (2) 5hbc[c] + h2[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,0,0
5HBCR,Activation of 5hbc,atp[c] + fdred[c] + h2o[c] + 5hbc[c] <==> adp[c] + fdox[c] + h[c] + pi[c] + 5hbc_red[c],(MA0150 or MA0849 or MA4360),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
5HBZIDS,5-hydroxybenzimidazole synthase,ribflv[c] <==> unknown_rbfdeg[c] + 5hbzid[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
ACBIPGT,Adenosyl cobinamide phosphate guanyltransferase,adocbip[c] + gtp[c] + h[c] <==> agdpcbi[c] + ppi[c],MA0938,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
ACP1_FMN_,acid phosphatase (FMN),fmn[c] + h2o[c] <==> pi[c] + ribflv[c],MA2649,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
ADCBHBIR,5hbc synthase,adocblhbi[c] + h2o[c] <==> adn[c] + h[c] + 5hbc_red[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
ADCL2,4-aminobenzoic acid synthase,4das[c] <==> h2o[c] + 4abz[c] + h[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
ADCPS2,adenosylcobinamide-phosphate synthase,adcobhex[c] + applp[c] + atp[c] <==> adocbip[c] + adp[c] + h[c] + pi[c],MA0941,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
ADCYRS,adenosylcobyric acid synthase (glutamine-hydrolysing),adcobdam[c] + (4) atp[c] + (4) gln-L[c] + (4) h2o[c] <==> adcobhex[c] + (4) adp[c] + (4) glu-L[c] + (4) h[c] + (4) pi[c],MA3250,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
ADOCBIAH,Adenosyl cobinamide amidohydrolase,adocbi[c] + h2o[c] <==> adcobhex[c] + appl[c],MA1623,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
ADOCBLS2,Adenosylcobalamin 5'-phosphate synthase,agdpcbi[c] + r5hbzi[c] <==> adocblhbi[c] + gmp[c] + h[c],MA0939,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
AHGDx,(S)-alpha-hydroxyglutarate dehydrogenase,S2hglut[c] + nad[c] <==> akg[c] + h[c] + nadh[c],MA3665,Vitamins Cofactor Biosynthesis,1,-1000.0,1000,0
AHMMPS,4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase,air[c] + nadh[c] + (2) h[c] <==> 4ahmmp[c] + gcald[c] + pi[c] + nad[c],(MA0261 or MA1790 or MA4329),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
AKP1,alkaline phosphatase (Dihydroneopterin),ahdt[c] + (3) h2o[c] <==> dhnpt[c] + (2) h[c] + (3) pi[c],MA4354,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
ALKP,alkaline phosphatase,dhap[c] + h2o[c] <==> dha[c] + pi[c],MA4354,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
AMAOTr,adenosylmethionine-8-amino-7-oxononanoate transaminase,amet[c] + 8aonn[c] <==> amob[c] + dann[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
AMPMS2,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,air[c] + h2o[c] + nad[c] <==> 4ampm[c] + (2) for[c] + (3) h[c] + nadh[c],MA1790,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
AOXSr,8-amino-7-oxononanoate synthase,ala-L[c] + h[c] + pmcoa[c] <==> co2[c] + coa[c] + 8aonn[c],Unassigned,Vitamins Cofactor Biosynthesis,1,-1000.0,1000,0
APPLP,aminopropanol phosphorylase,appl[c] + atp[c] <==> adp[c] + applp[c] + h[c],MA0940,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
ASPO2x,L-aspartate:NAD+ oxidoreductase (deaminating),asp-L[c] + nad[c] <==> h[c] + iasp[c] + nadh[c],MA0958,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
BACCL,biotin-[acetyl-CoA-carboxylase] ligase,atp[c] + btn[c] + h[c] <==> btamp[c] + ppi[c],MA0676,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
BSPRR,Biotin synthase protein regeneration reaction,(2) h2s[c] + (2) fe2[c] + (2) fdox[c] + btnp[c] <==> (2) fdred[c] + (4) h[c] + btnp-s2[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
BTS5,Biotin synthase,dtbt[c] + btnp-s2[c] + (2) fdox[c] <==> btn[c] + (2) fe2[c] + h2s[c] + btnp[c] + (2) fdred[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CBIAT,Cobinamide adenyltransferase,atp[c] + cbi[c] + h[c] <==> adocbi[c] + pppi[c],MA2084,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CBLAT2,cob(I)alamin-HBI adenosyltransferase,atp[c] + cbl1hbi[c] + h[c] <==> adocblhbi[c] + pppi[c],MA2084,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CBLD,cob(I)alamin degradation,cbl1[c] <==> cbi[c] + unknown_cbl1deg[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CF3Ha,coenzyme F390 hydrolase (ATP),f390a[c] + h2o[c] <==> amp[c] + f420-2[c] + (2) h[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CF3Hg,coenzyme F390 hydrolase (GTP),f390g[c] + h2o[c] <==> f420-2[c] + gmp[c] + h[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CF3Sa,coenzyme F390 synthetase (ATP),atp[c] + f420-2[c] + h[c] <==> f390a[c] + ppi[c],(MA1725 or MA2244 or MA3853 or MA4074),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CF3Sg,coenzyme F390 synthetase (GTP),f420-2[c] + gtp[c] <==> f390g[c] + ppi[c],(MA1725 or MA2244 or MA3853 or MA4074),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
COCHL,cobaltochelatase,atp[c] + cobalt2[c] + h2o[c] + hgbam[c] <==> adp[c] + co2dam[c] + (4) h[c] + pi[c],(MA0346 or MA0348 or MA0383 or MA0384 or MA0385 or MA0386 or MA0872 or MA0882 or MA4295 or MA4424 or MA4643),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CPC2MT,precorrin-2 C20-methyltransferase,amet[c] + copre2[c] <==> ahcys[c] + copre3[c] + h[c],MA4262,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CPC3MT,precorrin-3B C17-methyltransferase,amet[c] + copre3[c] <==> ahcys[c] + copre4[c],MA4259,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CPC4MT,precorrin-4 C11-methyltransferase,amet[c] + copre4[c] <==> ahcys[c] + copre5[c] + h[c],MA4261,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CPC5MT,precorrin-5 C1-methyltransferase,amet[c] + copre5[c] + h2o[c] <==> acald[c] + ahcys[c] + copre6[c] + (2) h[c],MA0521,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CPC6MT,"precorrin-6Y C5,15-methyltransferase (decarboxylating)",(2) amet[c] + codhpre6[c] <==> (2) ahcys[c] + co2[c] + copre8[c] + (2) h[c],(MA0520 and MA4263),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CPC6R,precorrin-6A reductase,copre6[c] + nadph[c] + (2) h[c] <==> codhpre6[c] + nadp[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CPC8MM,precorrin-8X methylmutase,copre8[c]  + h[c] <==> cobya[c],MA4258,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CYRDAAT,"cob(I)yrinic acid a,c-diamide adenosyltransferase",atp[c] + co1dam[c] + h[c] <==> adcobdam[c] + pppi[c],MA2084,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CYRDAR,"cob(II)yrinic acid a,c-diamide reductase",(2) co2dam[c] + nadh[c] <==> (2) co1dam[c] + h[c] + nad[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
CYRDAS,"Cob(II)yrinate a,c-diamide synthase (glutamine-hydrolysing)",(2) atp[c] + cobya[c] + (2) gln-L[c] + h2o[c] <==> (2) adp[c] + co2dam[c] + (2) glu-L[c] + h[c] + ppi[c],(MA0106 or MA3626),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p-D[c] <==> db4p[c] + for[c] + h[c],MA0548,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
DBTSr,dethiobiotin synthase,atp[c] + co2[c] + dann[c] <==> adp[c] + dtbt[c] + (3) h[c] + pi[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
DHFR,dihydrofolate reductase,dhf[c] + h[c] + nadph[c] <==> nadp[c] + thf[c],Unassigned,Vitamins Cofactor Biosynthesis,1,-1000.0,1000,0
DHFS,dihydrofolate synthase,atp[c] + dhpt[c] + glu-L[c] <==> adp[c] + dhf[c] + h[c] + pi[c],(MA1824 or MA4543),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
DHPS2,dihydropteroate synthase,4abz[c] + 6hmhptpp[c] + h[c] <==> dhpt[c] + ppi[c],(MA1946 or MA3516),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
DMHDRFS,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthetase",34hpp[c] + 4r5au[c] + h2o[c] + (2) nadp[c] <==> ddhrb[c] + (3) h[c] + (2) nadph[c] + nh4[c] + oxa[c],(MA1491 and (MA1489 or MA1490)),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
DROPPRx,"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase",25dhpp[c] + h[c] + nadh[c] <==> 25dthpp[c] + nad[c],(MA4092 and MA0440),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
DROPPRy,"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (nadph)",25dhpp[c] + h[c] + nadph[c] <==> 25dthpp[c] + nadp[c],(MA4092 and MA0440),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
DRTPPD,"2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase",25dthpp[c] + h[c] + h2o[c] <==> 5aprbu[c] + nh4[c],(MA4092 and MA0440),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
F430S1,coenzyme F430 precursor synthase 1 (aminase),(2) atp[c] + dscl[c] + (2) gln-L[c] + (2) h2o[c] + ni2[c] <==> (2) adp[c] + f430p1[c] + (2) glu-L[c] + (4) h[c] + (2) pi[c],MA0882,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
F430S2,coenzyme F430 precursor synthase 2 (reduction),f430p1[c] + h[c] + nadh[c] <==> f430p2[c] + nad[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
F430S3,coenzyme F430 precursor synthase 3 (reduction),f430p2[c] + h[c] + nadh[c] <==> f430p3[c] + nad[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
F430S4,coenzyme F430 precursor synthase 4 (cyclization),f430p3[c] <==> sf430a[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
F430S5,coenzyme F430 precursor synthase 5 (cyclization),h[c] + sf430a[c] <==> f430[c] + h2o[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
FAPH,FAPy hydrolase,fapy[c] + h2o[c] <==> for[c] + 25dhpp[c] + h[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
FMNAT,FMN adenylyltransferase,atp[c] + fmn[c] + h[c] <==> fad[c] + ppi[c],MA1820,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
FMNAT_CTP_,FCD synthase,ctp[c] + fmn[c] + h[c] <==> fcd[c] + ppi[c],MA1820,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
FMNAT_GTP_,FGD synthase,gtp[c] + fmn[c] + h[c] <==> fgd[c] + ppi[c],MA1820,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
FOLR2,folate reductase,fol[c] + nadph[c] + (2) h[c] <==> dhf[c] + nadp[c],Unassigned,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
G1SATi,glutamate-1-semialdehyde aminotransferase,glu1sa[c] <==> 5aop[c] + h[c],(MA0119 or MA0581),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
GF4GL_0,gamma-F420-0:gamma-L-glutamate ligase,f420-0[c] + glu-L[c] + gtp[c] <==> f420-1[c] + gdp[c] + h[c] + pi[c],(MA0135 or MA3512),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
GF4GL_1,gamma-F420-1:gamma-L-glutamate ligase,f420-1[c] + glu-L[c] + gtp[c] <==> f420-2[c] + gdp[c] + h[c] + pi[c],(MA0135 or MA3512),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
GF4GL_2,gamma-F420-2:gamma-L-glutamate ligase,f420-2[c] + glu-L[c] + gtp[c] <==> f420-3[c] + gdp[c] + h[c] + pi[c],(MA0135 or MA3512),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
GF4GL_3,gamma-F420-3:gamma-L-glutamate ligase,f420-3[c] + glu-L[c] + gtp[c] <==> f420-4[c] + gdp[c] + h[c] + pi[c],(MA0135 or MA3512),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
GF4GL_4,gamma-F420-4:gamma-L-glutamate ligase,f420-4[c] + glu-L[c] + gtp[c] <==> f420-5[c] + gdp[c] + h[c] + pi[c],(MA0135 or MA3512),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
GF4GL_5,gamma-F420-5:gamma-L-glutamate ligase,f420-5[c] + glu-L[c] + gtp[c] <==> f420-6[c] + gdp[c] + h[c] + pi[c],(MA0135 or MA3512),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
GF4GL_6,gamma-F420-6:gamma-L-glutamate ligase,f420-6[c] + glu-L[c] + gtp[c] <==> f420-7[c] + gdp[c] + h[c] + pi[c],(MA0135 or MA3512),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
GLUTRR,glutamyl-tRNA reductase,glutrna[c] + (2) h[c] + nadph[c] <==> glu1sa[c] + nadp[c] + trnaglu[c],MA0577,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
HETZK,hydroxyethylthiazole kinase,4mhetz[c] + atp[c] <==> 4mpetz[c] + adp[c] + h[c],MA2723,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
HMBS,hydroxymethylbilane synthase,h2o[c] + (4) ppbng[c] <==> hmbil[c] + (4) nh4[c],MA0582,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
HMPK1,hydroxymethylpyrimidine kinase (ATP),4ahmmp[c] + atp[c] <==> 4ampm[c] + adp[c] + (2) h[c],MA3197,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
IPDDI3x,isopentenyl diphosphate isomerase (type3),f420-2[c] + (2) h[c] + ipdp[c] + nadh[c] <==> dmpp[c] + f420-2h2[c] + nad[c],MA0604,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
IPDDI3y,isopentenyl diphosphate isomerase (type3),f420-2[c] + (2) h[c] + ipdp[c] + nadph[c] <==> dmpp[c] + f420-2h2[c] + nadp[c],MA0604,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
LCAD,lactaldehyde dehydrogenase,h2o[c] + lald-L[c] + nad[c] <==> (2) h[c] + lac-L[c] + nadh[c],(MA2860 or MA4086),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
LPFPLT,LPPG:Fo 2-phospho-L-lactate transferase,ddhrb[c] + lppg[c] <==> f420-0[c] + gmp[c] + h[c],MA0714,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
LPPGS,LPPG synthetase,2plac-L[c] + gtp[c] + h[c] <==> lppg[c] + ppi[c],(MA0938 or MA1488),Vitamins Cofactor Biosynthesis,0,0.0,1000,0
MDHy,malate dehydrogenase (NADP+),mal-L[c] + nadp[c] <==> h[c] + nadph[c] + oaa[c],MA0819,Vitamins Cofactor Biosynthesis,1,-1000.0,1000,0
MTHFC,methenyltetrahydrofolate cyclohydrolase,h2o[c] + methf[c] <==> 10fthf[c],MA3519,Vitamins Cofactor Biosynthesis,1,-1000.0,1000,0
MTHFD2i,methylenetetrahydrofolate dehydrogenase (NAD),mlthf[c] + nad[c] <==> methf[c] + nadh[c] + h[c],MA3519,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",h[c] + mlthf[c] + nadh[c] <==> 5mthf[c] + nad[c],MA3514,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
MTHFR3,"5,10-methylenetetrahydrofolatereductase (NADPH)",h[c] + mlthf[c] + nadph[c] <==> 5mthf[c] + nadp[c],MA3514,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
NADDP,NAD diphosphatase,h2o[c] + nad[c] <==> amp[c] + (2) h[c] + nmn[c],MA1439,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
NADK,NAD kinase,atp[c] + nad[c] <==> adp[c] + h[c] + nadp[c],MA3343,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
NAPRTr,NAPRTase (rev),nicrnt[c] + ppi[c] <==> h[c] + nac[c] + prpp[c],MA2533,Vitamins Cofactor Biosynthesis,1,-1000.0,1000,0
NMNAT,nicotinamide-nucleotide adenylyltransferase,atp[c] + h[c] + nmn[c] <==> nad[c] + ppi[c],MA3731,Vitamins Cofactor Biosynthesis,1,-1000.0,1000,0
NN5HBPRT,Nicotinate-nucleotide 5-hydroxybenzimidazole phosphoribosyltransferase,nicrnt[c] + 5hbzid[c] <==> h[c] + nac[c] + 5pr5hbz[c],MA3887,Vitamins Cofactor Biosynthesis,0,0.0,1000,0
